乱前看不足	不足
蜂房开户牖	蜂房
蚁穴有官守	守
究竟物皆然	物
梦幻君知否	君知否
昨日方髽髻	昨日
如今满颔髯	髯
紫阁无心恋	无心
青山有意潜	青山
三十三年举眼非	非
锦江乐事祗成悲	祗
溪头忽见梅花发	梅花
恰似青羊宫里时	宫里
到此黄昏飒飒风	风
岩头只见药炉空	空
不堪花落烟飞处	不堪
又听寒猿哭晦翁	哭
终日看山自一奇	终日
寒溪更与月相宜	月
采芹人去夜岑寂	夜
政是先生得意时	先生
元日甘泉会	甘泉
衣冠拜冕旒	拜
图书一四海	四海
玉帛万诸侯	万
心境俱清净	俱
能令五月凉	凉
芬香随处有	随处
不待沐兰汤	兰汤
断取沧州趣	趣
移来六月天	天
道人三昧力	道人
变化只和铅	变化
山路婷婷小树梅	梅
为谁零落为谁开	零落
多情也恨无人赏	恨
故遣低枝拂面来	拂面
春暗汀洲杜若香	汀洲
风标公子白霓裳	公子
碧天片雪忽飞去	忽
何处人家水满塘	水满塘
隔岸红尘忙似火	忙
当轩青嶂冷如冰	青嶂
烹茶童子休相问	童子
报道门前是衲僧	门前
洛阳桥下千寻水	水
象骨峰前万叠山	山
一只为渠吞却了	渠
更无踪迹在人间	人间
先生宴坐西湖曲	坐
水上青山削寒玉	青山
日光浮动山影来	日光
酿作一壶春酒绿	绿
一片灵心著古风	一片
清吟披拂到衰翁	衰翁
从教湖海相传去	从教
知我曾来茅屋中	茅屋
长条无风亦自动	无风
繁艳著雨更相宜	相宜
少陵不奈被花恼	少陵
终日颠狂觅酒卮	酒
江山奇峰雨后多	江山
千层飞瀑洒青萝	洒
扶筇亦觉溪桥滑	扶
尚有幽人采药过	幽人
秋来客思渺烟波	秋来
湖上看山秋更多	秋
只恐佳人怨秋色	怨
晚风吹断采菱歌	晚风
谁将陶令黄金菊	黄金
幻作酴醾白玉花	花
小草真成有风味	风味
东园添我老生涯	添
岩下烟深人不来	岩下
白云寂寂掩苍苔	白云
松花落地鸟声寂	寂
一枕清风送梦回	送
去岁重阳尚故乡	尚
今朝官舍又重阳	今朝
人情不似黄花好	黄花
处处相逢一种香	香
江南江北谪仙才	江南
为爱湖山特地来	爱
愿得春寒过三月	三月
樽前留得腊前梅	留
道旁摇漾拂离筵	拂
相顾攀条涕泫然	泫
始信有情无过柳	柳
为君三起又三眠	三眠
梦入故园千里远	远
觉来寒食在并州	寒食
垂杨不是相思树	树
那得花开便白头	白头
池阳面壁许谁知	面壁
万古孤峰对落晖	万古
才见攒眉便回去	攒眉
早知不是丈夫儿	儿
寒意无多晓色交	交
云随疏雨又还消	消
山行全似三春日	春日
林际一声婆饼焦	一声
空山谁可閒来往	空山
自种梅花伴月明	梅花
小筑便为身后计	计
此奇千古未忘情	千古
万花春老正红酣	春老
不是丛林优钵昙	丛林
山下女郎来问讯	山下
未饶萱草解宜男	解
世事皆浮云	浮云
人间几朝暮	人间
不知溪上山	溪
犹有桃源路	路
玉鉴冰壶一段清	清
铁中谁与斗铮铮	斗
眼看万里云霄路	路
不信骅骝地上行	行
青山历历水悠悠	水
今日相逢明日秋	今日
系马城边杨柳树	树
为君沽酒暂淹留	沽酒
松柏千年表	千年
不入时人意	人意
牡丹一日红	红
满城公子醉	醉
新妇骑驴阿家牵	牵
潦倒禅翁雪满颠	颠
不解炉头煨死火	死
客来偏爱出人前	客来
日迟风细午阴微	微
柳外青骢去若飞	飞
过得水村闻笑语	闻
几家扶得醉人归	醉人
丈夫不作宋玉悲	不作
珍重陶潜菊一枝	一枝
寄傲北窗缘底事	北窗
只应真趣少人知	只应
黄鹤楼前一首诗	诗
把将扫箒画娥眉	画
百千诸佛真消息	消息
觌面分明举似伊	分明
遮莫江头柳色遮	江头
日浓莺睡一枝斜	日
女郎折得殷勤看	折
道是春风及第花	春风
山静莺啼春事深	深
意行到处若为情	若为情
休言柳絮全轻薄	全
半是东风不老成	东风
长江千万里	长江
何处是侬乡	乡
忽见晴川树	树
依稀认汉阳	认
雨过长空云出溪	溪
稻苗刺水绿初齐	刺水
山花也解怜行客	解
旋放繁英衬马蹄	马蹄
浮云连海岱	浮云
寒芜际碣石	际
落景惜登临	惜
人烟渺萧瑟	人烟
吹尽浮云天宇清	清
城头叠鼓报三更	报
平生无此一杯酒	平生
玉笥峰头看月生	生
今岁春从底处回	春
非关缇室动葭灰	动
幽人昨夜池塘梦	梦
已见新春草际来	新春
南风吹五两	吹
日暮竟陵城	城
肠断巴江月	肠断
夜蝉何处声	声
住近苏门有白云	白云
闭关却扫道逾尊	道
相逢不语忽长啸	相逢
今日岂无人姓孙	今日
冥冥花朵隔遥山	隔
掠水飞来立钓矶	飞来
静处欲留看不足	留
翠光点破夕阳归	夕阳
鲍老当年笑郭郎	笑
郭郎舞袖太郎当	舞袖
及乎鲍老当场舞	舞
鲍老郎当胜郭郎	胜
湖水泠泠山日低	低
上方台殿古城西	西
春游记得前年事	记得
醉卧竹房听鸟啼	鸟啼
琥珀盏中云母钟	钟
琉璃光射水晶宫	宫
风随兰麝香千里	香
人在莲花影万重	人
前宝公兮后宝公	后宝公
分身说法在玲珑	玲珑
访寻不用论宾主	不用
十二面门元一同	元
碧油幢下立功勋	幢
韬略双全独见君	君
一自赤心来报国	报国
边头刁斗不曾闻	闻
心安已到无心处	无心
病去浑如未病前	前
晨起更知秋色好	秋色
一庭风露听鸣蝉	风露
落日吟诗望戍楼	落日
烟花空忆古扬州	古
开明桥下千家市	市
但见朝朝挂髑髅	挂
小醉初醒月满床	床
玉壶银阙不胜凉	凉
天风忽送荷香过	荷香
一叶飘然忆故乡	忆
一曲青溪一曲山	山
鸟飞鱼跃白云间	白云间
溪山岂要行人到	行人
自是行人到此间	行人
脱身归去亦何求	归去
刚被声名落钓钩	落
买得扁舟在祠下	买
从公觅取旧羊裘	旧
东望沧溟涕泗垂	垂
闺中少妇亦沾衣	沾衣
他时若有相思字	相思
只寄春江燕子归	寄
识得祖师端的意	意
迢迢千里扣知音	千里
当机一喝忘情谓	忘情
归兴犹如虎出林	虎
江湖春水欲生时	江湖
开尽梅花雁北飞	飞
风雨满庭人不寐	人
小窗灯火夜深微	夜深
我亦逢场因作戏	逢场
要令竿木自随身	木
老僧不学面壁观	观
山偈随缘举似人	人
千古尹山寺	千古
家风不厌贫	贫
只将这个意	意
接待往来人	往来人
金鸭香消欲断魂	断魂
梨花春雨掩重门	掩
欲知别后相思意	意
回看罗衣积泪痕	泪痕
东城酒散夕阳迟	迟
南陌秋千寂寞垂	寂寞
人与长瓶卧芳草	人
风将急管度青枝	度
月淡云浓弄晓晴	弄
草中白处路微明	路
垂鞭缓辔十余里	垂鞭
始听鸣鸡第一声	第一声
吹箫凌极浦	吹箫
日暮送夫君	送
湖上一回首	回首
青山卷白云	青山
年年心随春	春
日日穹庐中	日日
遥见沙上月	月
忽忆建章宫	宫
骢马五更寒	骢马
披衣上绣鞍	绣
东华天未晓	东华
明月满阑干	明月
团团青枫阴	阴
绰绰万间屋	屋
下有避俗翁	避俗
扫石叠两足	叠
孤根宁不在栽培	孤根
枝北枝南春一回	春
尽道游鱼是佳谶	佳
不知洲上有花魁	洲
去到双林见旧游	旧游
眉弯新月眼横秋	眼
寒暄未举宜先问	问
因甚桥流水不流	水
江上秋风吹客衣	吹
江边把酒对斜晖	江边
江鸥不解离人意	不解
故作三三两两飞	飞
寄语天涯客	客
轻寒底用愁	愁
春风来不远	春风
只在屋东头	屋
暮雨朝云几日归	暮雨
如丝如雾湿人衣	如丝
三湘二月春光早	早
莫逐狂风缭乱飞	飞
朝朝摘白发	白发
新生亦非黑	黑
纵使白不生	不生
秃翁还讳得	讳
西湖历历旧嬉游	旧
佳处欣逢辄少留	辄
却恨草堂元不识	恨
故教俗眼为君羞	羞
未说离家日日晴	日日
离家三日雨如倾	雨
津头小吏询名氏	津头
但道当年段墨卿	道
春阴蔽幽斋	蔽
朝来始和霁	朝来
春风悠然来	春风
花雨满庭际	花雨
怜彼武昌柳	柳
摇落向江潭	摇落
虚名竟何益	虚名
北斗与箕南	南
乞与人间巧	人间
全凭此夜秋	秋
如何针线月	月
容易下西楼	容易
山寺秋时后	山寺
僧家夏满时	夏
清凉多古迹	清凉
几处有新诗	新诗
谁谓伤心画不成	画
画人心逐世人情	人
君看六幅南朝事	六幅
老木寒云满故城	城
幸自十方无壁落	落
谁将五彩画虚空	画
善财眼裹生花医	生花
去却一重添一重	添
双只水中凫	双
来疾去闲暇	疾
江湖风晚波	江湖
泛泛自高下	高下
玉门关外何妨死	死
饭颗山头不怕穷	穷
春瓮已成花欲动	春
了无一事著胸中	胸中
竹坞无尘水槛清	清
相思迢递隔重城	隔
秋阴不散霜飞晚	晚
留得枯荷听雨声	留
阆苑无踪迹	阆苑
唐朝有姓名	姓名
不知红玉洞	红
千古夜猿声	夜
玉颜昨日一花开	花开
今日飘零野水隈	今日
纵使春风解相惜	春风
何因吹上故枝来	故枝
高人了色空	高人
法界无近远	远
客来一登临	登临
正好高著眼	正好
柳还飞絮春馀几	春
幸有清樽可共持	清
今我未眠卿莫去	卿
古人皆饮子休辞	子
我病思君秋水深	秋
好风忽送雁来音	好风
相逢四句山中偈	相逢
说尽君心见我心	我心
小园宽占一山孤	宽
别有墙遮古观居	居
到了恩波拦不住	恩波
水窗游出放生鱼	游
乌兔东西不住天	天
平生奔走亦茫然	平生
向来鞅掌真堪笑	向来
烂熳如今独自眠	眠
渌酒白螺杯	酒
随流去复回	随流
似知人把处	人
各向面前来	面前
尝记停骖古郢州	古
待晴曾是贾胡留	曾
锦囊亦有阳春句	句
不得亲题白雪楼	楼
官舍如僧舍	官舍
翛然万虑清	清
等闲无客到	等闲
容易有苔生	苔生
江上春风留客舟	春风
无穷归思满东流	无穷
与君尽日闲临水	水
贪看飞花忘却愁	愁
不遣魔军杀不平	杀
不平人杀不平人	人
不平人杀不平者	不平
杀尽不平方太平	杀
湘竹斑斑湘水春	春
衡阳太守虎符新	新
朝来笑向归鸿道	道
早晚南飞见主人	主人
净扫黄金阶	黄金
飞霜皎如雪	如雪
下帘弹箜篌	弹
不忍见秋月	不忍
自学坐禅休服药	休
从他时复病沉沉	病
此身不要全强健	全
强健多生人我心	人
半山风雨截江城	风雨
未脱人间总是尘	人间
中夜起看衣上月	月
青天如水露华新	新
满地花阴不闭门	闭门
琵琶抱恨立黄昏	黄昏
妾身不似天边月	月
此夜此时重见君	君
灵均恨不与同时	恨
欲把幽香赠一枝	一枝
堪入离骚文字不	文字
当年何事未相知	当年
藜杖芒鞋过水东	芒鞋
红裙寂寞酒樽空	空
郡人见我应相笑	人
不似山公与谢公	谢公
偶作闲身上古城	偶作
路人遥望不相惊	路人
无端将吏逡巡至	无端
又作都头一队行	行
彭泽门前閒草木	门前
丝丝那向路傍生	生
便教系得春风住	春风
也与时人管送迎	人
此生只合老渔樵	此生
扶病谁令趁早朝	令
开卷未终三太息	开卷
羁魂零落恐难招	零落
修水佳人白玉栏	白玉
花前何似妾容颜	花前
从来未省伤春意	春意
犹自楼头画远山	画
身随猿鸟在深山	鸟
早有诗名到世间	世间
客至上方留盥漱	留
龙泓洞水昼潺潺	潺潺
白发垂垂一叶身	身
今年贫似去年贫	贫
住山不与山为主	主
水石烟云也笑人	人
夜归晓出满衣尘	尘
转觉才名带累身	身
莫觅旧来终日醉	醉
世间杯酒属闲人	世间
支颐半睡月明中	月明中
仿佛仙人薄雾笼	仙人
唤起梦魂帘幙悄	帘
天香自到不因风	天香
地逼难容足	足
天低碍举头	举头
那堪去绨子	子
谁肯上高楼	高楼
已是人间寂寞花	花
解怜寂寞傍贫家	傍
老来不得登高看	登高
更甚残春惜岁华	甚
圣师虽远有遗经	遗经
万世犹传旧典刑	万世
白首自怜心未死	死
夜窗风雪一灯青	青
往事都如梦	梦
流年只断魂	断魂
不堪春尽日	日
细雨欲黄昏	黄昏
忍泪相看酒共持	酒
一生心事几人知	一生
年年折尽东亭柳	年年
此别绵绵无尽期	期
孤负溪桥雪与梅	雪
怕寒不肯出门来	寒
欲邀郑老同清赏	邀
争得梅花六月开	梅花
无眠动归心	动
寒灯坐将灭	坐
长恐浮云生	生
夺我西窗月	月
白衣苍狗无情物	无情
翻手悲欢变古今	古今
输与道人长快活	道人
看渠起灭不关心	关心
不依本分去担柴	不依
负石黄梅验作家	黄梅
半夜三更设分晓	三更
和糠舂出古菱花	古
它山不数碎如拳	碎
有此撑空万古寒	寒
好个山中廊庙具	山中
游人浪作石梁看	游人
横担楖栗走诸方	走
佛祖玄关路转长	路
放下身心归故隐	身心
金乌依旧出扶桑	扶桑
明年屈指春来早	早
定是元宵不苦寒	苦寒
十里珠帘火城夜	夜
客来应许醉中看	醉
竹笋初生牛犊角	牛
蕨芽新长小儿拳	拳
旋挑野菜炊香饭	饭
便是江南二月天	江南
遍参尊宿走诸方	走
老去才能返故乡	故乡
涨水飞云前辈语	语
他乡莫更久徜徉	久
夜色随人上小舟	小舟
舟中欹枕梦悠悠	梦
桡歌听得偏幽怨	歌
不觉天明到越州	不觉
姑苏台上月团团	台上
姑苏台下水潺潺	水
月落西边有时出	有时
水流东去几时还	东
经行及坐卧	坐
常在於其中	於
要识其中事	中事
长汀江水东	东
这回相见不无缘	相见
满院风光小洞天	小
一剑当空又飞去	飞去
洞庭惊起老龙眠	眠
相逢正好共看山	相逢
底事匆匆便欲还	底事
今日乍晴山更好	山
可能伴我片时閒	伴
江城梅子青时节	青
嫩紫夭红扫地无	紫
修竹满山连草色	修竹
却烦林鸟劝提壶	提壶
锦树连云烂不收	烂
山河风景一番秋	秋
老夫枕簟便凉夜	枕簟
不比新亭去国愁	愁
梦回斜月挂林端	月
酒力初消怯夜寒	怯夜寒
何处客舟犹未泊	犹未
一声柔橹过前滩	一声
从事龟山亦偶然	偶然
宁知长别恨终天	恨
当时去就商量错	当时
不似牛衣十八年	牛衣
春阴春雨复春风	春风
重叠山光湿翠濛	山光
一段江南好图画	江南
不堪人在旅途中	人
薄霭垂垂欲暮时	暮
渐生霜气著征衣	征衣
山深不见牛羊下	牛羊
惟有樵人荷担归	人
夕阳水底霞铺锦	夕阳
清夜波心月涌金	月
此是东湖最佳处	东湖
无人来伴水仙吟	无人
白发思家万里回	万里
小轩临水为花开	花开
故应剩作诗千首	诗千首
知是多情得得来	多情
银潢斗转挂疏棂	挂
翡翠窗纱夜未扃	翡翠
三弄琴声弹大雅	弹
一帘明月到中庭	明月
寻春不见只思还	寻春
却在来僊小崦间	间
映出一川桃李好	桃李
只消外面矮青山	青山
莲花法界走舆台	走
两扇香风为我开	香风
藜藿皮毛消不尽	不尽
若为囘向我如来	如来
路入松声远更奇	远
山光水色共参差	参差
中峰禅寂一僧在	中峰
坐对梁朝老桂枝	坐
啾啾黄雀在枝间	黄雀
岁晚荒郊怨苦寒	怨
容易惊飞无处所	无处
人家曾借画图看	曾
人皆九日醉流霞	人
君汲山泉自煮茶	君
可是诗成无点俗	诗成
只应吟笔灿生花	生花
临水送将归	送
春风折赠时	春风
而今三丈树	树
元是手中枝	元
青山渺渺水迢迢	水
王气千年久未消	久
独客重来睹风景	重来
江头犹有女吹箫	犹
何处笙箫起半空	半空
满山斜日动蛟龙	动
老僧无语凭栏久	久
过尽白云千万重	白云
玉露凌寒万壑空	空
洞庭秋水醉芙蓉	醉
小舟不放寻诗梦	梦
撑入村南卧晚风	卧
濠上花深翡翠楼	楼
楼前白月涌江流	江流
香风两岸笙歌合	合
夜夜烧灯照客舟	舟
西风落叶路漫漫	路
衣袂微生旦暮寒	寒
只隔片云家便到	家
远山移人梦中看	梦中
北山迤逦自苍然	北山
万象鲜明禁火前	前
愁裹有诗人不会	人
栏边虢虢响流泉	响
五日十日岂为工	五日
万壑千岩自绝踪	万壑
在握已能霄汉上	霄汉
更须群玉占前峰	须
一峰环合柏苍苍	苍苍
中有金仙古道场	中有
夜半雨声来枕上	夜半
顿令炎热变清凉	变
漫山高下武陵花	花
一片红酣散晚霞	一片
要识当时秦晋事	当时
隔溪修竹两三家	修竹
萧萧风雨满关河	风雨
酒尽西楼听雁过	酒尽
莫怪行人白头尽	行人
异乡秋色不胜多	秋色
雨歇花梢月正明	月
一川浑是杜鹃声	一川
此身漂泊知何处	此身
蝶与庄周梦不成	梦
立尽黄昏赏玉肌	黄昏
月华无语上疏枝	无语
绝怜熟睡含章畔	畔
无限花飞总不知	总
青鸟泉边草木春	春
黄云塞上是征人	黄云
归来若得长条赠	归来
不惮风霜与苦辛	风霜
落尽庭花日未西	庭花
枝间栩栩定为谁	栩栩
遥知城市纷纷际	纷纷
正是幽人睡足时	幽人
去年昨日我离家	离家
转眼俄惊阅岁华	岁华
春草池塘长入梦	池塘
不堪两度见荷花	不堪
逍遥物外世相传	世
远望清虚碧似天	碧
莫道精修无报应	莫道
今生便见旧时缘	缘
道院僧居相与邻	邻
绿阴门巷不生尘	绿阴
